"","name","betweenness","Category"
"463","Dual incision reaction in TC-NER",0,"Pathway"
"464","DYNC1LI2",0.207795698924731,"Gene"
"465","DYRK1A",1.600944933203,"Gene"
"466","E-cadherin signaling events",0,"Pathway"
"467","E-cadherin signaling in keratinocytes",0,"Pathway"
"468","E-cadherin signaling in the nascent adherens junction",0,"Pathway"
"469","E2F mediated regulation of DNA replication",0,"Pathway"
"470","E2F transcription factor network",0,"Pathway"
"471","E2F2",4.36304810780617,"Gene"
"472","Early Phase of HIV Life Cycle",0,"Pathway"
"473","EBP",0.693858363858364,"Gene"
"474","EBV LMP1 signaling",0,"Pathway"
"475","ECH1",1,"Gene"
"476","ECM proteoglycans",0,"Pathway"
"477","Ectoderm Differentiation",0,"Pathway"
"478","EDEM1",3.66212121212121,"Gene"
"479","EEF1A2",4.33333333333333,"Gene"
"480","Effects of Botulinum toxin",0,"Pathway"
"481","Effects of PIP2 hydrolysis",0,"Pathway"
"482","EGF/EGFR Signaling Pathway",0,"Pathway"
"483","EGFR-dependent Endothelin signaling events",0,"Pathway"
"484","EGFR downregulation",0,"Pathway"
"485","EGR1",7.01345947958851,"Gene"
"486","EGR2",1.0154329004329,"Gene"
"487","Eicosanoid Synthesis",0,"Pathway"
"488","EIF3I",4.90656565656566,"Gene"
"489","EIF4ENIF1",0,"Gene"
"490","EIF6",0.5,"Gene"
"491","ELAC2",0,"Gene"
"492","Elastic fibre formation",0,"Pathway"
"493","Electron Transport Chain",0,"Pathway"
"494","Elongation arrest and recovery",0,"Pathway"
"495","ELOVL6",3.41459096459096,"Gene"
"496","Endochondral Ossification",0,"Pathway"
"497","Endoderm Differentiation",0,"Pathway"
"498","Endogenous sterols",0,"Pathway"
"499","Endogenous TLR signaling",0,"Pathway"
"500","Endosomal Sorting Complex Required For Transport (ESCRT)",0,"Pathway"
"501","Endosomal/Vacuolar pathway",0,"Pathway"
"502","Endothelin Pathways",0,"Pathway"
"503","Endothelins",0,"Pathway"
"504","Energy dependent regulation of mTOR by LKB1-AMPK",0,"Pathway"
"505","ENOPH1",3.12444444444444,"Gene"
"506","eNOS activation",0,"Pathway"
"507","EPH-ephrin mediated repulsion of cells",0,"Pathway"
"508","EPH-Ephrin signaling",0,"Pathway"
"509","EPHA-mediated growth cone collapse",0,"Pathway"
"510","EPHA forward signaling",0,"Pathway"
"511","EPHA2 forward signaling",0,"Pathway"
"512","EPHA3",7,"Gene"
"513","EPHB-mediated forward signaling",0,"Pathway"
"514","EPHB forward signaling",0,"Pathway"
"515","Ephrin A reverse signaling",0,"Pathway"
"516","Ephrin B reverse signaling",0,"Pathway"
"517","Ephrin signaling",0,"Pathway"
"518","EphrinA-EPHA pathway",0,"Pathway"
"519","Epigenetic regulation of gene expression",0,"Pathway"
"520","EPO Receptor Signaling",0,"Pathway"
"521","EPO signaling pathway",0,"Pathway"
"522","ER-Phagosome pathway",0,"Pathway"
"523","ER Quality Control Compartment (ERQC)",0,"Pathway"
"524","ERAP2",1.10779569892473,"Gene"
"525","ErbB receptor signaling network",0,"Pathway"
"526","ErbB Signaling Pathway",0,"Pathway"
"527","ErbB1 downstream signaling",0,"Pathway"
"528","ErbB2/ErbB3 signaling events",0,"Pathway"
"529","ERBB3",6.71129430605237,"Gene"
"530","ErbB4 signaling events",0,"Pathway"
"531","ERH",0,"Gene"
"532","ERI3",0,"Gene"
"533","Estrogen metabolism",0,"Pathway"
"534","Estrogen Receptor Pathway",0,"Pathway"
"535","Estrogen signaling pathway",0,"Pathway"
"536","ETFB",0.229679487179487,"Gene"
"537","Eukaryotic Transcription Initiation",0,"Pathway"
"538","Eukaryotic Translation Elongation",0,"Pathway"
"539","Eukaryotic Translation Termination",0,"Pathway"
"540","EVC",0,"Gene"
"541","EVL",0.732809704526972,"Gene"
"542","Evolocumab Mechanism",0,"Pathway"
"543","Export of Viral Ribonucleoproteins from Nucleus",0,"Pathway"
"544","Extension of Telomeres",0,"Pathway"
"545","Extracellular matrix organization",0,"Pathway"
"546","EYA2",0,"Gene"
"547","EZH2",9.03333333333333,"Gene"
"548","Facilitative Na+-independent glucose transporters",0,"Pathway"
"549","Factors involved in megakaryocyte development and platelet production",0,"Pathway"
"550","FADS2",2.06623931623932,"Gene"
"551","FAM188A",0,"Gene"
"552","FAM50A",0,"Gene"
"553","FAM69A",0,"Gene"
"554","FAM96B",0.513333333333333,"Gene"
"555","Fanconi anemia pathway",0,"Pathway"
"556","Fanconi Anemia pathway",0,"Pathway"
"557","Farnesoid X Receptor  Pathway",0,"Pathway"
"558","FAS (CD95) signaling pathway",0,"Pathway"
"559","FAS pathway and Stress induction of HSP regulation",0,"Pathway"
"560","Fatty Acid Beta Oxidation",0,"Pathway"
"561","Fatty Acid Biosynthesis",0,"Pathway"
"562","Fatty Acid Omega Oxidation",0,"Pathway"
"563","Fatty acid, triacylglycerol, and ketone body metabolism",0,"Pathway"
"564","Fatty acids",0,"Pathway"
"565","Fatty Acyl-CoA Biosynthesis",0,"Pathway"
"566","FBL",0,"Gene"
"567","FBXL5",0.695454545454545,"Gene"
"568","FBXW7 Mutants and NOTCH1 in Cancer",0,"Pathway"
"569","Fc-epsilon receptor I signaling in mast cells",0,"Pathway"
"570","Fc epsilon receptor (FCERI) signaling",0,"Pathway"
"571","FCERI mediated Ca+2 mobilization",0,"Pathway"
"572","FCERI mediated MAPK activation",0,"Pathway"
"573","FCERI mediated NF-kB activation",0,"Pathway"
"574","Fcgamma receptor (FCGR) dependent phagocytosis",0,"Pathway"
"575","FCGR activation",0,"Pathway"
"576","FDFT1",1.38510378510378,"Gene"
"577","FDPS",0.435103785103785,"Gene"
"578","Felbamate Metabolism",0,"Pathway"
"579","FGF signaling pathway",0,"Pathway"
"580","FGF1",18.932758952517,"Gene"
"581","FGFR ligand binding and activation",0,"Pathway"
"582","FGFR1 ligand binding and activation",0,"Pathway"
"583","FGFR1b ligand binding and activation",0,"Pathway"
"584","FGFR1c ligand binding and activation",0,"Pathway"
"585","FGFR2b ligand binding and activation",0,"Pathway"
"586","FGFR2c ligand binding and activation",0,"Pathway"
"587","FGFR3 ligand binding and activation",0,"Pathway"
"588","FGFR3b ligand binding and activation",0,"Pathway"
"589","FGFR4 ligand binding and activation",0,"Pathway"
"590","FIS1",0,"Gene"
"591","FKBP4",1.44583333333333,"Gene"
"592","Fluoropyrimidine Activity",0,"Pathway"
"593","Focal Adhesion",0,"Pathway"
"594","Folate-Alcohol and Cancer Pathway",0,"Pathway"
"595","Folate Metabolism",0,"Pathway"
"596","Folding of actin by CCT/TriC",0,"Pathway"
"597","Formation of a pool of free 40S subunits",0,"Pathway"
"598","Formation of annular gap junctions",0,"Pathway"
"599","Formation of apoptosome",0,"Pathway"
"600","Formation of Fibrin Clot (Clotting Cascade)",0,"Pathway"
"601","Formation of HIV-1 elongation complex containing HIV-1 Tat",0,"Pathway"
"602","Formation of HIV elongation complex in the absence of HIV Tat",0,"Pathway"
"603","Formation of Senescence-Associated Heterochromatin Foci (SAHF)",0,"Pathway"
"604","formation of the beta-catenin:TCF transactivating complex",0,"Pathway"
"605","Formation of the Early Elongation Complex",0,"Pathway"
"606","Formation of the ternary complex, and subsequently, the 43S complex",0,"Pathway"
"607","Formation of tubulin folding intermediates by CCT/TriC",0,"Pathway"
"608","Formyl peptide receptors bind formyl peptides and many other ligands",0,"Pathway"
"609","FOXA1 transcription factor network",0,"Pathway"
"610","FOXA2 and FOXA3 transcription factor networks",0,"Pathway"
"611","FOXM1 transcription factor network",0,"Pathway"
"612","FoxO family signaling",0,"Pathway"
"613","FOXO3",7.90208795684602,"Gene"
"614","FOXO4",4.3930403377984,"Gene"
"615","FPGS",1.69923076923077,"Gene"
"616","FRS2-mediated cascade",0,"Pathway"
"617","FSH signaling pathway",0,"Pathway"
"618","FTO Obesity Variant Mechanism",0,"Pathway"
"619","FYN",28.92341239115,"Gene"
"620","FZD7",3.45813147426051,"Gene"
"621","G-protein activation",0,"Pathway"
"622","G-protein beta:gamma signalling",0,"Pathway"
"623","G-protein mediated events",0,"Pathway"
"624","G alpha (12/13) signalling events",0,"Pathway"
"625","G alpha (i) signalling events",0,"Pathway"
"626","G alpha (q) signalling events",0,"Pathway"
"627","G alpha (s) signalling events",0,"Pathway"
"628","G alpha (z) signalling events",0,"Pathway"
"629","G beta:gamma signalling through PI3Kgamma",0,"Pathway"
"630","G Protein Signaling Pathways",0,"Pathway"
"631","G0 and Early G1",0,"Pathway"
"632","G1 to S cell cycle control",0,"Pathway"
"633","G1/S-Specific Transcription",0,"Pathway"
"634","G1/S DNA Damage Checkpoints",0,"Pathway"
"635","G1/S Transition",0,"Pathway"
"636","G13 Signaling Pathway",0,"Pathway"
"637","G2 Phase",0,"Pathway"
"638","G2/M Checkpoints",0,"Pathway"
"639","G2/M Transition",0,"Pathway"
"640","G6PD",2.55680652680653,"Gene"
"641","GAB1 signalosome",0,"Pathway"
"642","GABA receptor activation",0,"Pathway"
"643","GABA synthesis, release, reuptake and degradation",0,"Pathway"
"644","Gamma-carboxylation of protein precursors",0,"Pathway"
"645","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0,"Pathway"
"646","Gap-filling DNA repair synthesis and ligation in GG-NER",0,"Pathway"
"647","Gap junction assembly",0,"Pathway"
"648","Gap junction degradation",0,"Pathway"
"649","Gap junction trafficking",0,"Pathway"
"650","Gap junction trafficking and regulation",0,"Pathway"
"651","GAS7",0,"Gene"
"652","Gastric Cancer Network 1",0,"Pathway"
"653","Gastric Cancer Network 2",0,"Pathway"
"654","Gastrin-CREB signalling pathway via PKC and MAPK",0,"Pathway"
"655","GATA3",2.88878850617981,"Gene"
"656","Gene Expression",0,"Pathway"
"657","Gene regulatory network modelling somitogenesis ",0,"Pathway"
"658","Generation of second messenger molecules",0,"Pathway"
"659","Generic Transcription Pathway",0,"Pathway"
"660","GHR",1.66559139784946,"Gene"
"661","GJA1",18.25,"Gene"
"662","GK",4.03714285714286,"Gene"
"663","GLI3 is processed to GLI3R by the proteasome",0,"Pathway"
"664","Glial Cell Differentiation",0,"Pathway"
"665","Global Genomic NER (GG-NER)",0,"Pathway"
"666","Globo Sphingolipid Metabolism",0,"Pathway"
"667","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",0,"Pathway"
"668","Glucagon-type ligand receptors",0,"Pathway"
"669","Glucagon signaling in metabolic regulation",0,"Pathway"
"670","Glucocorticoid receptor regulatory network",0,"Pathway"
"671","Gluconeogenesis",0,"Pathway"
"672","Glucose metabolism",0,"Pathway"
"673","Glucose transport",0,"Pathway"
"674","Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity",0,"Pathway"
"675","Glutamate Neurotransmitter Release Cycle",0,"Pathway"
"676","Glutathione conjugation",0,"Pathway"
"677","Glutathione metabolism",0,"Pathway"
"678","Glycerophospholipid biosynthesis",0,"Pathway"
"679","Glycerophospholipid Biosynthetic Pathway",0,"Pathway"
"680","Glycogen Metabolism",0,"Pathway"
"681","Glycogen synthesis",0,"Pathway"
"682","Glycolysis",0,"Pathway"
"683","Glycolysis and Gluconeogenesis",0,"Pathway"
"684","Glycosphingolipid metabolism",0,"Pathway"
"685","Glypican 1 network",0,"Pathway"
"686","GMCSF-mediated signaling events",0,"Pathway"
"687","GMNN",1.32233742959549,"Gene"
"688","GNAI2",26.2288319573523,"Gene"
"689","GNAS",36.0437739597943,"Gene"
"690","Golgi Associated Vesicle Biogenesis",0,"Pathway"
"691","GPATCH8",0,"Gene"
"692","GPCR downstream signaling",0,"Pathway"
"693","GPCR ligand binding",0,"Pathway"
"694","GPCRs, Class A Rhodopsin-like",0,"Pathway"
"695","GPCRs, Class B Secretin-like",0,"Pathway"
"696","GPCRs, Other",0,"Pathway"
"697","GPER1",5.64285714285714,"Gene"
"698","GPVI-mediated activation cascade",0,"Pathway"
"699","GRAMD4",0.2,"Gene"
"700","GRB2:SOS provides linkage to MAPK signaling for Integrins",0,"Pathway"
"701","GRB7",8.1,"Gene"
"702","GRB7 events in ERBB2 signaling",0,"Pathway"
"703","Growth hormone receptor signaling",0,"Pathway"
"704","GRWD1",0,"Gene"
"705","GSTT2",3.60424242424242,"Gene"
"706","GTP hydrolysis and joining of the 60S ribosomal subunit",0,"Pathway"
"707","GTPBP1",0,"Gene"
"708","GTPBP8",0,"Gene"
"709","Hair Follicle Development: Induction (Part 1 of 3)",0,"Pathway"
"710","HAT1",0.325,"Gene"
"711","HATs acetylate histones",0,"Pathway"
"712","HAUS7",0,"Gene"
"713","HDAC2",24.6484126984127,"Gene"
"714","HDAC5",4.74488361101264,"Gene"
"715","HDAC6",9.26785714285714,"Gene"
"716","HDACs deacetylate histones",0,"Pathway"
"717","HDL-mediated lipid transport",0,"Pathway"
"718","HDMs demethylate histones",0,"Pathway"
"719","Heart Development",0,"Pathway"
"720","Hedgehog 'off' state",0,"Pathway"
"721","Hedgehog ligand biogenesis",0,"Pathway"
"722","Hedgehog signaling events mediated by Gli proteins",0,"Pathway"
"723","Hematopoietic Stem Cell Differentiation",0,"Pathway"
"724","Heme degradation",0,"Pathway"
"725","Hemostasis",0,"Pathway"
"726","Heparan sulfate/heparin (HS-GAG) metabolism",0,"Pathway"
"727","HERC1",0,"Gene"
"728","HERC5",1.29390681003584,"Gene"
"729","Hexose uptake",0,"Pathway"
"730","Hh ligand biogenesis disease",0,"Pathway"
"731","HIF-1-alpha transcription factor network",0,"Pathway"
"732","HIF-2-alpha transcription factor network",0,"Pathway"
"733","Highly calcium permeable nicotinic acetylcholine receptors",0,"Pathway"
"734","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors",0,"Pathway"
"735","Highly sodium permeable acetylcholine nicotinic receptors",0,"Pathway"
"736","HIST1H4C",16.6334298318169,"Gene"
"737","Histamine receptors",0,"Pathway"
"738","Histone Modifications",0,"Pathway"
"739","HIV-1 Nef: Negative effector of Fas and TNF-alpha",0,"Pathway"
"740","HIV Infection",0,"Pathway"
"741","HIV Life Cycle",0,"Pathway"
"742","HIV Transcription Initiation",0,"Pathway"
"743","HLA-DMA",0.957795698924731,"Gene"
"744","HLA-DRA",6.99906554019457,"Gene"
"745","HMGA2",2.67361111111111,"Gene"
"746","HMGCR",2.50177045177045,"Gene"
"747","HMGCS1",7.15557997557998,"Gene"
"748","HMOX2",3.0847619047619,"Gene"
"749","Homologous DNA pairing and strand exchange",0,"Pathway"
"750","Homologous recombination",0,"Pathway"
"751","Homologous Recombination Repair",0,"Pathway"
"752","HOOK2",0,"Gene"
"753","Host Interactions of HIV factors",0,"Pathway"
"754","Host Interactions with Influenza Factors",0,"Pathway"
"755","HRH1",2.77777777777778,"Gene"
"756","HS-GAG biosynthesis",0,"Pathway"
"757","HS-GAG degradation",0,"Pathway"
"758","HSD17B7",1.13290598290598,"Gene"
"759","HSF1-dependent transactivation",0,"Pathway"
"760","HSF1 activation",0,"Pathway"
"761","HSP90AA1",17.727090629695,"Gene"
"762","HSPA8",8.79905801714625,"Gene"
"763","HSPB1",2.1264825676116,"Gene"
"764","HSPD1",1.10858585858586,"Gene"
"765","HSPE1",0,"Gene"
"766","HTATSF1",0,"Gene"
"767","HTR1A",1.30555555555556,"Gene"
"768","HTR2A",3.02777777777778,"Gene"
"769","HTR2C",1.52777777777778,"Gene"
"770","HTR6",2.80555555555556,"Gene"
"771","Hyaluronan biosynthesis and export",0,"Pathway"
"772","Hyaluronan metabolism",0,"Pathway"
"773","Hyaluronan uptake and degradation",0,"Pathway"
"774","Hypertrophy Model",0,"Pathway"
"775","Hypothetical Network for Drug Addiction",0,"Pathway"
"776","Hypoxic and oxygen homeostasis regulation of HIF-1-alpha",0,"Pathway"
"777","IARS2",3.22777777777778,"Gene"
"778","ICAM1",5.58557347670251,"Gene"
"779","ICAM3",1.10779569892473,"Gene"
"780","ID signaling pathway",0,"Pathway"
"781","IDI1",1.76843711843712,"Gene"
"782","IFN-gamma pathway",0,"Pathway"
"783","IFRD2",0,"Gene"
"784","IFT27",0,"Gene"
"785","IGF1 pathway",0,"Pathway"
"786","IGF1R signaling cascade",0,"Pathway"
"787","IGF2BP2",1.02777777777778,"Gene"
"788","IKK complex recruitment mediated by RIP1",0,"Pathway"
"789","IKZF1",0.392857142857143,"Gene"
"790","IL-1 signaling pathway",0,"Pathway"
"791","IL-2 Signaling Pathway",0,"Pathway"
"792","IL-3 Signaling Pathway",0,"Pathway"
"793","IL-4 Signaling Pathway",0,"Pathway"
"794","IL-5 Signaling Pathway",0,"Pathway"
"795","IL-6 signaling pathway",0,"Pathway"
"796","IL-7 Signaling Pathway",0,"Pathway"
"797","IL-9 Signaling Pathway",0,"Pathway"
"798","IL1-mediated signaling events",0,"Pathway"
"799","IL1 and megakaryotyces in obesity",0,"Pathway"
"800","IL12-mediated signaling events",0,"Pathway"
"801","IL12 signaling mediated by STAT4",0,"Pathway"
"802","IL17 signaling pathway",0,"Pathway"
"803","IL2-mediated signaling events",0,"Pathway"
"804","IL2 signaling events mediated by PI3K",0,"Pathway"
"805","IL2 signaling events mediated by STAT5",0,"Pathway"
"806","IL23-mediated signaling events",0,"Pathway"
"807","IL27-mediated signaling events",0,"Pathway"
"808","IL3-mediated signaling events",0,"Pathway"
"809","IL4-mediated signaling events",0,"Pathway"
"810","IL5-mediated signaling events",0,"Pathway"
"811","IL6-mediated signaling events",0,"Pathway"
"812","IL8- and CXCR1-mediated signaling events",0,"Pathway"
"813","IL8- and CXCR2-mediated signaling events",0,"Pathway"
"814","Imatinib Resistance in Chronic Myeloid Leukemia",0,"Pathway"
"815","Immune System",0,"Pathway"
"816","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",0,"Pathway"
"817","Import of palmitoyl-CoA into the mitochondrial matrix",0,"Pathway"
"818","Inactivation of APC/C via direct inhibition of the APC/C complex",0,"Pathway"
"819","Inactivation, recovery and regulation of the phototransduction cascade",0,"Pathway"
"820","Inflammasomes",0,"Pathway"
"821","Inflammatory Response Pathway",0,"Pathway"
"822","Influenza Infection",0,"Pathway"
"823","Influenza Life Cycle",0,"Pathway"
"824","Influenza Viral RNA Transcription and Replication",0,"Pathway"
"825","Influenza Virus Induced Apoptosis",0,"Pathway"
"826","ING1",0.111111111111111,"Gene"
"827","Initiation of Nuclear Envelope Reformation",0,"Pathway"
"828","Initiation of transcription and translation elongation at the HIV-1 LTR",0,"Pathway"
"829","Innate Immune System",0,"Pathway"
"830","Inositol phosphate metabolism",0,"Pathway"
"831","INPP4B",2.21095238095238,"Gene"
"832","INSIG1",0.214590964590965,"Gene"
"833","Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",0,"Pathway"
"834","Insulin effects increased synthesis of Xylulose-5-Phosphate",0,"Pathway"
"835","Insulin Pathway",0,"Pathway"
"836","Insulin receptor recycling",0,"Pathway"
"837","Insulin receptor signalling cascade",0,"Pathway"
"838","Insulin Signaling",0,"Pathway"
"839","Integrated Breast Cancer Pathway",0,"Pathway"
"840","Integrated Cancer Pathway",0,"Pathway"
"841","Integrated Pancreatic Cancer Pathway",0,"Pathway"
"842","Integration of energy metabolism",0,"Pathway"
"843","Integration of provirus",0,"Pathway"
"844","Integrin-linked kinase signaling",0,"Pathway"
"845","Integrin-mediated Cell Adhesion",0,"Pathway"
"846","Integrin alphaIIb beta3 signaling",0,"Pathway"
"847","Integrin cell surface interactions",0,"Pathway"
"848","Integrin family cell surface interactions",0,"Pathway"
"849","Integrins in angiogenesis",0,"Pathway"
"850","Interaction between L1 and Ankyrins",0,"Pathway"
"851","Interactions of Rev with host cellular proteins",0,"Pathway"
"852","Interactions of Vpr with host cellular proteins",0,"Pathway"
"853","Interactome of polycomb repressive complex 2 (PRC2) ",0,"Pathway"
"854","Interferon alpha/beta signaling",0,"Pathway"
"855","Interferon gamma signaling",0,"Pathway"
"856","Interferon Signaling",0,"Pathway"
"857","Interferon type I signaling pathways",0,"Pathway"
"858","Interleukin-1 processing",0,"Pathway"
"859","Interleukin-1 signaling",0,"Pathway"
"860","Interleukin-11 Signaling Pathway",0,"Pathway"
"861","Interleukin-2 signaling",0,"Pathway"
"862","Interleukin-3, 5 and GM-CSF signaling",0,"Pathway"
"863","Interleukin-7 signaling",0,"Pathway"
"864","Interleukin receptor SHC signaling",0,"Pathway"
"865","Internalization of ErbB1",0,"Pathway"
"866","Intrinsic Pathway",0,"Pathway"
"867","Intrinsic Pathway for Apoptosis",0,"Pathway"
"868","Ion channel transport",0,"Pathway"
"869","Ion transport by P-type ATPases",0,"Pathway"
"870","IRAK1",11.0660242982824,"Gene"
"871","IRAK1 recruits IKK complex",0,"Pathway"
"872","IRAK2 mediated activation of TAK1 complex",0,"Pathway"
"873","IRE1alpha activates chaperones",0,"Pathway"
"874","IRF3-mediated induction of type I IFN",0,"Pathway"
"875","IRF5",1.46454173067076,"Gene"
"876","Irinotecan Pathway",0,"Pathway"
"877","Iron uptake and transport",0,"Pathway"
"878","IRS-mediated signalling",0,"Pathway"
"879","IRS-related events",0,"Pathway"
"880","IRS-related events triggered by IGF1R",0,"Pathway"
"881","ISOC2",0,"Gene"
"882","ITGB1BP1",0,"Gene"
"883","ITGB3",18.0254332645418,"Gene"
"884","JADE2",0.325,"Gene"
"885","JMJD6",0,"Gene"
"886","JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1",0,"Pathway"
"887","JNK signaling in the CD4+ TCR pathway",0,"Pathway"
"888","KANK1",0,"Gene"
"889","KAT6B",0.325,"Gene"
"890","KDM5D",0.625,"Gene"
"891","KIAA1109",0,"Gene"
"892","KIF2C",13.1666666666667,"Gene"
"893","Kinesins",0,"Pathway"
"894","KIT",33.4358974806555,"Gene"
"895","Kit receptor signaling pathway",0,"Pathway"
"896","KLHL21",0.184718775847808,"Gene"
"897","KPNA2",1.96057347670251,"Gene"
"898","KRT34",0,"Gene"
"899","KRT81",0,"Gene"
"900","L1CAM interactions",0,"Pathway"
"901","Lagging Strand Synthesis",0,"Pathway"
"902","LAMA3",7.55277777777778,"Gene"
"903","LAMA5",4.24166666666667,"Gene"
"904","Laminin interactions",0,"Pathway"
"905","LAMTOR2",0,"Gene"
"906","Late Phase of HIV Life Cycle",0,"Pathway"
"907","Latent infection of Homo sapiens with Mycobacterium tuberculosis",0,"Pathway"
"908","LCMT1",0,"Gene"
"909","LCP2",2.52350728202762,"Gene"
"910","LDHB",2.6875,"Gene"
"911","LDL endocytosis",0,"Pathway"
"912","LDLR",11.6249084249084,"Gene"
"913","Leading Strand Synthesis",0,"Pathway"
"914","Leptin signaling pathway",0,"Pathway"
"915","LGALS4",0,"Gene"
"916","Lidocaine metabolism",0,"Pathway"
"917","LIG1",15.9761904761905,"Gene"
"918","Linoleic acid (LA) metabolism",0,"Pathway"
"919","LIPA",1,"Gene"
"920","Lipid and lipoprotein metabolism",0,"Pathway"
"921","Lipoprotein metabolism",0,"Pathway"
"922","LIPT1",0,"Gene"
"923","Lissencephaly gene (LIS1) in neuronal migration and development",0,"Pathway"
"924","Liver X Receptor Pathway",0,"Pathway"
"925","LKB1 signaling events",0,"Pathway"
"926","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling",0,"Pathway"
"927","Loss of Function of SMAD2/3 in Cancer",0,"Pathway"
"928","Loss of Nlp from mitotic centrosomes",0,"Pathway"
"929","LOXL1",2.06666666666667,"Gene"
"930","LPA receptor mediated events",0,"Pathway"
"931","LPL",6.99388794001697,"Gene"
"932","LPP",0.5,"Gene"
"933","LRRC41",0.184718775847808,"Gene"
"934","LSS",0.435103785103785,"Gene"
"935","LTN1",0,"Gene"
"936","LUC7L",0,"Gene"
"937","LY75",0,"Gene"
"938","Lysine catabolism",0,"Pathway"
"939","Lysosome Vesicle Biogenesis",0,"Pathway"
"940","LYST",0,"Gene"
"941","M Phase",0,"Pathway"
"942","MAL",0,"Gene"
"943","MALT1",2.39523464886368,"Gene"
"944","MAMLD1",2.75480424593328,"Gene"
"945","MAP kinase activation in TLR cascade",0,"Pathway"
"946","MAPK Signaling Pathway",0,"Pathway"
"947","MAPKAPK5",0.998611111111111,"Gene"
"948","Matrix Metalloproteinases",0,"Pathway"
"949","MBTPS1",1.75640692640693,"Gene"
